

Results from heasarc_hipparcos: Hipparcos Main Catalog
Coordinate system:  Equatorial
|pm_ra   |pm_dec  |hip_number|vmag |ra_deg      |dec_deg     |hd_id |
|  203.71|  -25.62|      5319| 6.23|017.00501793|+32.01219214|  6680|
|    0.46|   -4.28|     26718| 6.23|085.17520877|+31.92061792| 37536|
|   40.75|   16.94|    100953| 6.23|307.03131529|+08.43740668|194937|
|  -35.17|    3.09|     55941| 6.23|171.97387788|-01.69995329| 99651|
|   -7.00|    1.54|     56550| 6.23|173.92643343|-61.28787407|100826|
|    6.41|  -15.78|     26964| 6.23|085.83124380|+23.20441036| 37967|
|  -79.26|   18.99|     68478| 6.23|210.29388659|+27.38654762|122405|
|   83.15|  -12.44|    107238| 6.23|325.80617707|-19.62093103|206546|
|  -79.91|  -91.81|     49658| 6.23|152.06642598|+31.60427591| 87822|
|    0.35|   -5.07|     25410| 6.23|081.52384342|+16.70017305| 35532|
|   -1.12|   -8.71|     81823| 6.23|250.70174910|-62.55390958|150097|
|   76.60| -118.34|     60018| 6.23|184.63153600|+30.24933506|107054|
| -199.45|  -63.75|     59439| 6.23|182.88196180|-51.35917843|105920|
|    4.68|    4.94|    103346| 6.23|314.07085481|+56.88750678|199661|
|   -2.38|  -10.94|     38184| 6.23|117.37003744|-13.35292144| 63655|
|  -29.55|   11.27|     49394| 6.23|151.25776152|-51.31364777| 87652|
|    9.87|  -74.13|     41894| 6.23|128.13932858|+53.11502806| 71952|
|  570.33| -791.08|    109821| 6.23|333.65920556|-41.37974331|210918|
|   10.75|  -15.93|    103206| 6.23|313.64623925|-50.72730230|198766|
|  -21.41|  -26.18|     75915| 6.23|232.58877753|-41.91896389|137919|
|    8.02|    3.31|    101921| 6.23|309.80519224|-02.41298335|196712|
|    0.12|   -2.41|     31766| 6.23|099.65911442|+01.61352424| 47432|
|  -55.56|   35.83|     50066| 6.23|153.33117633|-27.02897817| 88699|
|   -5.01|   -1.62|     59046| 6.23|181.58305555|-68.65140083|105138|
|   13.08|  -17.86|     69458| 6.23|213.30519927|-26.61226602|124281|
|  -54.25|  -20.58|    117107| 6.23|356.12124378|-26.24658154|222872|
|  -26.01|   -1.32|     48584| 6.23|148.63262827|-22.48745326| 85905|
|   -0.64|    3.68|     34536| 6.23|107.33437727|-10.34657429| 54662|
|    3.57|  -12.31|     13462| 6.23|043.33778660|+48.56998491| 17818|
|   73.76|  -61.95|     20771| 6.23|066.75273055|+02.07955980| 28191|
|   -7.54|  -15.35|     36340| 6.23|112.19690819|+15.10985983| 59059|
|   98.55|  -80.68|     12717| 6.23|040.86027168|-66.71405573| 17326|
|   53.04|   15.04|      5992| 6.23|019.26533831|-66.39789075|  7916|
|   -0.29|  -24.44|    101134| 6.23|307.50299582|+72.53176245|196142|
|   -2.73|   -7.88|     37404| 6.23|115.19660870|+13.77126983| 61630|
|   -4.22|    1.44|     33126| 6.23|103.48106510|-24.53875948| 50853|
|  -13.64|   -4.09|     33590| 6.23|104.67392127|-45.76758269| 52362|
|  -67.26|  -69.93|     60549| 6.24|186.18654487|-41.38411951|107998|
|   -8.66|  -20.61|     11925| 6.24|038.47757346|-51.09349627| 16170|
|  -11.94|    1.26|     77287| 6.24|236.68929693|-06.12035820|140986|
|  -17.23|  -16.45|     63820| 6.24|196.20103515|-41.19628181|113523|
|  -26.76|  -25.36|    102770| 6.24|312.32188930|-00.56327506|198272|
|   85.61| -150.55|     24130| 6.24|077.74156183|-02.25374808| 33555|
|  249.38|  111.02|      7580| 6.24|024.40648858|-09.40405165| 10009|
|   -1.70|  -17.76|     49802| 6.24|152.48536641|-12.09526147| 88182|
|   -9.97|   -2.75|     68707| 6.24|210.98234323|+04.90097991|122797|
|   21.46|  -15.60|     92731| 6.24|283.44286073|+57.48659538|175823|
|   11.21|   10.47|     21998| 6.24|070.93443179|-41.06481341| 30202|
|   39.09|  -99.84|    114969| 6.24|349.28638088|-28.43803072|219580|
|   -7.82|   -7.36|     80227| 6.24|245.66212496|-02.07985224|147550|
|   35.40|  -10.16|     10220| 6.24|032.85416096|+31.52642246| 13372|
|  -43.82|   25.19|     44130| 6.24|134.81604453|-28.80607879| 77087|
|   75.99|  -29.54|     71876| 6.24|220.51315491|+61.26198751|129798|
|   43.23|   19.71|     14104| 6.24|045.46782491|+05.33610360| 18832|
|  -70.81| -163.11|     87655| 6.24|268.55920521|+11.13095438|163151|
| -105.90| -109.06|     57587| 6.24|177.09812514|-10.31283950|102574|
|    9.51|  -68.35|     27212| 6.24|086.51192813|-04.26831821| 38495|
|  -10.76|   -9.00|     30448| 6.24|096.00954036|+08.88503625| 44783|
|  -15.68|  -32.71|      1076| 6.24|003.34972158|+26.98762497|   895|
|   13.75|  -15.77|     92386| 6.24|282.40493577|+00.83623568|174240|
|   -0.99| -252.83|    108506| 6.24|329.72910838|-04.37249443|208801|
|   -4.71|  -11.81|     99479| 6.24|302.83758369|+21.87496544|191877|
|  -14.89|   12.54|     52391| 6.24|160.63075751|-13.97454499| 92770|
|    2.94|   -2.89|     26106| 6.24|083.51620482|-01.03571938| 36779|
|   -0.48|    1.52|     26234| 6.24|083.84298392|-04.42432372| 37016|
|   -6.36|   -3.18|     36526| 6.24|112.71307331|-05.22648597| 59669|
|  -30.97|  -39.96|      5412| 6.24|017.30122060|+80.01167654|  6473|
|   49.05|  -12.13|     28205| 6.24|089.39562095|+66.09612887| 39429|
|   26.66|  -33.04|    108144| 6.24|328.64957986|-03.30119185|208177|
|   23.15|   31.20|     99445| 6.24|302.76469664|+21.13450274|191814|
|   37.88|  -14.33|     14586| 6.24|047.08785703|+18.79508747| 19460|
|  104.61|   54.77|       716| 6.24|002.21695394|+25.46285169|   417|
|   -3.27|   -1.83|       274| 6.24|000.85715406|+63.64052431|225094|
|  -23.89|  -52.40|     84510| 6.24|259.14874621|-74.53288068|154972|
|   26.34|  -25.19|     19720| 6.24|063.39397797|+10.21251930| 26676|
|   -3.04|    3.83|     35975| 6.24|111.21201745|-19.01228875| 58439|
|   -0.02|   -2.61|     29840| 6.24|094.24460603|+23.74091563| 43384|
|    2.98|   37.47|     98872| 6.24|301.18547823|+63.89011646|191174|
|  -12.55|  -35.58|     46247| 6.24|141.43411369|+63.94102589| 80953|
|  -71.63|    9.26|     55130| 6.24|169.30025601|-38.01438940| 98161|
|   21.65|  -12.07|      2086| 6.24|006.59057887|-18.69360316|  2268|
|    5.44|  -58.41|     33056| 6.24|103.28156090|+44.84008268| 49949|
|  -34.25|   16.22|     58741| 6.24|180.71533620|-07.68366221|104625|
|    0.11|  -46.15|     30566| 6.24|096.37502195|-35.06404110| 45383|
| -255.06| -114.25|    100852| 6.24|306.72140299|-37.40262700|194433|
|   -3.17|    2.61|     89684| 6.24|274.53214741|+18.13168429|168270|
|   16.52|   43.10|    102158| 6.24|310.49231374|+17.52138420|197249|
|   76.43|  -11.84|     96781| 6.24|295.07767996|-54.41776164|185075|
|   -0.17|  -10.45|     97796| 6.24|298.09068778|+18.67190024|188001|
|  234.51|   23.57|    116824| 6.24|355.16860835|+36.72071051|222451|
|    5.36|  -10.90|     61320| 6.24|188.44754305|+33.38469496|109345|
|    1.35|  -41.96|     29982| 6.24|094.66813687|+09.04728472| 43821|
|   12.44|  -16.74|     21251| 6.24|068.38767313|+18.01676291| 28867|
|   -8.65|  -20.79|      9627| 6.24|030.92755689|+18.25328848| 12594|
|  -24.76|    6.13|     96721| 6.24|294.92415705|-45.27856526|185139|
|   -1.02|   -7.18|    116118| 6.24|352.92517450|-21.36944011|221357|
|   -4.42|   -7.10|    113684| 6.24|345.37799709|+57.10547492|217673|
|    7.48|    1.11|     25401| 6.24|081.50983378|-05.51850419| 35640|
|   21.88|  -32.33|      5679| 6.24|018.24774657|+30.06430791|  7229|
| -110.47|  -53.03|    103892| 6.24|315.76286878|+01.53219038|200375|
| -112.88|   12.62|     50903| 6.24|155.91963976|-41.95321950| 90170|
|    6.78|   -5.01|    116912| 6.24|355.47731287|+57.25996583|222618|
| -150.10|  -50.91|     48273| 6.24|147.62570398|+04.34377417| 85217|
|  -91.15|  -48.56|     30815| 6.24|097.11712064|+16.23850447| 45506|
|  -55.72|  222.66|     33139| 6.24|103.50962353|-50.61214118| 51266|
|   -9.15|   22.10|    100018| 6.24|304.38140202|+29.14750941|193094|
| -337.63| -180.89|     59785| 6.24|183.87797443|-41.91283864|106572|
| -118.10|   39.30|     56245| 6.24|172.94843846|-20.77656734|100219|
|  -49.73|   -0.76|     54708| 6.24|168.01498327|-58.42335374| 97451|
|    1.96|  -15.20|     92072| 6.24|281.48330795|-50.87267791|173047|
|  -37.47|    3.13|     49689| 6.25|152.14769563|-15.61194678| 88025|
|   -9.59|  -36.84|    115261| 6.25|350.18377590|+44.11625675|220105|
|  138.92|  -33.22|    106595| 6.25|323.82926831|+28.19768744|205539|
|  -18.03|   -7.03|     43575| 6.25|133.11916908|+28.25917608| 75716|
|   -4.53|   -3.24|     26149| 6.25|083.62203574|-00.01233696| 36840|
|   12.46|  -10.38|     95812| 6.25|292.32508068|+00.24610506|183387|
|    0.09|   11.21|    116292| 6.25|353.42912951|+45.05807278|221661|
|  -23.83|   -5.96|    107637| 6.25|327.03504788|+36.58040284|207446|
|   -8.72|   -0.22|     51732| 6.25|158.55300893|-60.98762873| 91767|
|    6.87|   -2.08|    114212| 6.25|346.94890429|+63.63347090|218537|
|    9.62|  -80.15|     82693| 6.25|253.54416698|-01.61210963|152569|
|    0.80|  -11.46|     95159| 6.25|290.40463261|-19.23441785|181558|
|  -20.63|  -29.40|     79045| 6.25|242.02070728|+17.05445306|145000|
| -135.94|  -93.79|     69751| 6.25|214.13719831|+20.12207637|125040|
| -136.88| -119.10|     52316| 6.25|160.35111140|-01.74120123| 92588|
|   21.03|  -34.14|     20498| 6.25|065.89916321|+42.42799219| 27650|
|    5.11|   -1.77|       137| 6.25|000.43268925|+42.36714821|224906|
|    2.10|  -19.81|     99585| 6.25|303.14634666|+00.86710230|191984|
|  -17.46|  -42.03|     21110| 6.25|067.85775563|-13.64411979| 28763|
|  100.38|   78.95|       238| 6.25|000.73927410|-20.04607402|225045|
|  -30.89|  -26.69|     78603| 6.25|240.71887986|-62.54152474|143238|
|   15.83|   28.40|     81632| 6.25|250.14378360|-20.40871834|150259|
|   11.67|   24.31|     96706| 6.25|294.89386216|+45.95738010|185955|
|   -5.60|   11.37|     39530| 6.25|121.17891287|-62.83637455| 67536|
|  118.49| -135.59|    104452| 6.25|317.38718774|-20.55633140|201352|
|  223.66| -477.48|     70319| 6.25|215.81314273|+01.24272950|126053|
|    5.56|   13.75|     94932| 6.25|289.75478526|+37.44531278|181470|
| -642.01|  -79.23|     60729| 6.25|186.70296553|-48.91299818|108309|
|   45.38|  -22.53|     86391| 6.25|264.78532668|+02.02810485|160315|
|  -10.77|  -20.19|     74181| 6.25|227.35639755|-63.64288115|133792|
|    3.90|    0.65|     93423| 6.25|285.40724237|-22.69536606|176537|
|  -16.08|    3.55|     38623| 6.25|118.62199178|+47.38597337| 64106|
|   -2.89|    4.78|     41986| 6.25|128.37615280|-46.97067315| 72900|
|    2.37|   16.72|      6952| 6.25|022.37723818|-46.75646248|  9184|
|   -9.01|  -16.75|     80888| 6.25|247.76162298|+35.22510682|149084|
|    8.53|    3.68|      4879| 6.25|015.67872783|-65.45611076|  6311|
|  114.78| -101.81|     94645| 6.25|288.88814331|-24.17910471|179949|
|   46.26|   27.51|     44031| 6.25|134.49430922|+30.23375878| 76572|
|   -7.90|   -2.00|     45413| 6.25|138.81100525|-45.55549346| 79900|
|   47.07|  -36.83|     10350| 6.25|033.33768876|+74.02781030| 13222|
|    2.56|  -13.08|     39874| 6.25|122.17684992|+13.64094892| 67483|
|   63.78|   22.35|      1772| 6.25|005.60602210|+13.48243411|  1796|
|    1.78|  -10.82|     97139| 6.25|296.14246074|+13.30280916|186547|
|  112.32|  -14.52|       399| 6.25|001.23302998|+26.64879958|225276|
|   14.79|   -1.26|     91491| 6.25|279.88760628|+40.93506238|172671|
|   41.49|  -39.41|     15204| 6.25|049.00763108|+34.68860876| 20210|
|   11.60|  -16.60|     19736| 6.25|063.45762496|+12.75374144| 26703|
|  -63.99|   10.73|     62516| 6.25|192.17441404|+48.46681210|111421|
|  -10.70|  -21.75|     15125| 6.25|048.75115546|-26.10040647| 20293|
|   -5.71|    8.65|     17056| 6.25|054.85456402|+75.73960152| 21970|
|   45.06|  -11.00|      1193| 6.25|003.73279426|+22.28425185|  1048|
|   63.35|  -35.13|     62933| 6.25|193.45697842|+12.41850095|112097|
|   44.19|  -68.47|      8922| 6.25|028.72395703|+40.70220085| 11613|
|   15.08|   11.05|    102057| 6.25|310.23172120|-42.39671643|196748|
|   20.11|    4.99|     16677| 6.25|053.65607976|-09.86827337| 22243|
|  -22.55|   16.32|     37636| 6.25|115.84247968|+22.39943231| 62141|
|   18.08|    1.84|      8148| 6.25|026.19229561|+57.08922153| 10587|
|    7.00|  -28.72|     94724| 6.25|289.11916883|-69.19075492|179009|
|   -0.78|   -1.53|     13178| 6.25|042.37807146|+57.08432152| 17378|
|   35.15|  -36.35|    103902| 6.25|315.79235790|-27.73150578|200245|
|   -5.84|    5.19|     39675| 6.25|121.61423328|-09.24446994| 67159|
|  -46.04|    0.85|     52520| 6.25|161.08376292|-70.85972326| 93344|
|    8.96|   -1.58|     47884| 6.25|146.37899948|+78.13471252| 83550|
|    3.30|    9.56|     87293| 6.25|267.54208678|+78.30651595|164428|
|   -0.39|   -0.65|     11279| 6.25|036.31678817|+56.60982421| 14818|
|   -2.93|   -4.78|     84599| 6.25|259.39940050|+23.09063832|156593|
|  -30.31|  -52.70|     46543| 6.25|142.38514104|-04.24650832| 82074|
|  -62.19|  -23.11|     46893| 6.25|143.33309223|-07.19014820| 82674|
|   48.43|    3.90|     26981| 6.25|085.87562146|-39.40691739| 38385|
|  -41.54|   38.38|     44367| 6.25|135.52675733|-39.40225721| 77580|
|   -6.34|   11.27|     64437| 6.25|198.10606335|+80.47128181|115337|
|    2.91|  -11.72|     50868| 6.25|155.80474516|-30.16223451| 90071|
|    0.83|   -9.09|     21108| 6.25|067.85040925|+40.01021496| 28503|
| -135.15| -163.53|     96901| 6.25|295.46706651|+50.51792062|186427|
|  -14.76|    6.16|     64217| 6.25|197.42517501|+38.53387060|114376|
|  -89.66|   31.32|     62972| 6.25|193.55478295|+33.53440353|112171|
|   71.89|  -93.20|     19400| 6.25|062.34233945|+54.82908817| 25948|
|    7.38|  -21.73|     97697| 6.25|297.82386363|+09.62994013|187753|
|    9.69|    3.96|     93488| 6.25|285.58983810|+08.37352914|176981|
|   -5.50|   20.58|     57805| 6.25|177.78964274|+33.37496331|102942|
|  -38.49|  -17.43|     68687| 6.25|210.90328677|+07.54621276|122744|
|  -30.69|  -21.19|     33584| 6.25|104.66221582|+07.62235151| 51693|
|  -36.30|  -27.09|     23041| 6.25|074.32171783|-01.06719185| 31623|
|  -25.66|  -11.14|     14814| 6.25|047.81976899|-16.02493952| 19887|
|   20.31|  -11.49|     81687| 6.25|250.29805122|-01.00028370|150451|
|  -25.17|   44.63|     85181| 6.25|261.11305613|+36.95182070|157910|
|   28.67|   28.90|    110696| 6.26|336.41950724|+18.44424558|212670|
|   -7.84|  -10.67|     77995| 6.26|238.91607323|+18.62077132|142763|
|   -2.49|  -11.71|     87928| 6.26|269.42807533|-56.89622335|163071|
|   25.52|   -3.92|     26309| 6.26|084.04282744|-28.70800575| 37286|
|   21.15|   42.99|     17543| 6.26|056.34873335|-71.65823679| 24188|
|   -5.18|  -27.66|     25303| 6.26|081.19288289|-52.31617828| 35860|
|   40.26|   13.37|    111325| 6.26|338.31983037|+70.37368142|214019|
| -151.58|   53.25|     52535| 6.26|161.11356183|-72.44362716| 93372|
|  -29.74|  -19.79|     79463| 6.26|243.23583690|-04.22076069|145788|
|  -13.09|   -9.17|     60087| 6.26|184.83000395|+23.03469539|107168|
|  -30.00|  -25.79|     61270| 6.26|188.34278349|-19.79248604|109238|
|    3.95|   28.69|     94140| 6.26|287.44083917|+65.97844349|179933|
|  -34.25|   -6.57|     61796| 6.26|189.98292570|-66.51112210|110020|
|  132.08|   -3.60|    116592| 6.26|354.41525906|+16.82550399|222098|
|  -20.35|  -24.51|     76395| 6.26|234.04740479|-33.09274641|138923|
|  -64.14|  -80.90|     33588| 6.26|104.66587384|-55.72892565| 52603|
|  -32.22|  -47.59|     42010| 6.26|128.43776897|+13.25742717| 72505|
|  -10.09|  -19.40|      6595| 6.26|021.17467728|-44.52852794|  8681|
|   -2.13|  -45.82|     91523| 6.26|279.96499361|+07.35870967|172424|
|   -9.74|    6.65|     29129| 6.26|092.14431962|-44.35622833| 42448|
|    6.42|    2.39|    102712| 6.26|312.17807122|+51.91032519|198513|
|  -29.90|  -37.28|     76143| 6.26|233.28972685|-24.49034196|138488|
|   -1.93|    4.32|      6283| 6.26|020.14405465|-03.24700031|  8120|
|   -1.62|   -4.33|    109082| 6.26|331.46341622|+48.23150457|209961|
|   -4.20|    6.08|      2583| 6.26|008.20454088|+28.28022584|  2942|
|   -4.26|   -7.29|     86088| 6.26|263.89584304|-59.84609702|158895|
|    2.85|   -1.49|     30541| 6.26|096.30416365|+07.08571682| 44990|
|   -5.39|   12.22|     30524| 6.26|096.23252208|-63.82817363| 45796|
|  -21.30|  -29.62|     40677| 6.26|124.56587279|+54.14376822| 69149|
|   21.37|   13.43|     88415| 6.26|270.78697484|+48.46423648|165358|
|   19.16|   36.22|     99137| 6.26|301.89613313|-55.01610030|190422|
|   36.43|   25.96|     31158| 6.26|098.07717921|+17.78428626| 46136|
|  -62.29|  -11.23|     65119| 6.26|200.17335581|+02.94231688|115995|
|  -48.03|    6.71|     62655| 6.26|192.58136431|-48.45955963|111519|
|    1.54|   69.73|     31099| 6.26|097.89561314|-36.94019636| 46431|
|  -54.07|  100.90|     32144| 6.26|100.69199298|-22.44883550| 48501|
|   -0.01|    6.54|     23653| 6.26|076.25252482|-54.40741679| 33116|
|  -48.41|   19.68|     71040| 6.26|217.92861754|+60.22558784|127929|
|   -3.86|   -1.10|     46569| 6.26|142.45781856|-23.34533980| 82180|
|   -2.72|  -12.71|     83740| 6.26|256.72177870|-26.51299082|154481|
|    9.77|   -1.94|     91985| 6.26|281.23079242|+54.89718881|173920|
|  -23.69|  -34.29|     17732| 6.26|056.95431974|+32.19549815| 23626|
|   -9.97|   -6.64|     24512| 6.26|078.86525046|+22.28487452| 34053|
|   54.18|   21.09|    118076| 6.26|359.28384615|-26.62349762|224350|
|  -22.97|   10.87|     57322| 6.26|176.30273465|-49.06986940|102150|
| -169.55|    2.65|     31703| 6.26|099.48017707|+73.69562922| 45947|
|  -17.41|   -1.66|     62821| 6.26|193.10253122|-53.82992658|111790|
|   -2.93|    4.87|     33666| 6.26|104.91356967|-21.60289593| 52273|
|   13.28|  -22.98|    103693| 6.26|315.18087664|-53.73901433|199642|
|   11.75|    9.03|     36264| 6.26|112.00800583|-26.83899600| 59235|
|    0.16|   -2.76|     86246| 6.26|264.36215923|-38.06635738|159633|
|  -43.82|    8.38|     52679| 6.26|161.57132204|-60.60289257| 93502|
|   51.42|   -3.79|     12447| 6.26|040.06526184|+06.11195277| 16647|
| -359.84| -250.36|    100412| 6.26|305.42233711|-49.99880746|193307|
|  -21.28|  -10.45|     64520| 6.26|198.36186926|-18.82638090|114846|
|   -2.65|   -7.58|     83323| 6.26|255.44746025|-58.95822634|153261|
|  -13.12|    8.39|     43807| 6.26|133.83005467|-45.04169055| 76566|
|  -23.94|   -0.91|     55308| 6.26|169.90242028|-75.14244982| 98672|
|  159.44|   -5.33|      2256| 6.26|007.17908720|-50.53284634|  2529|
|  -19.69|   -9.45|     26410| 6.26|084.31687949|+66.69671501| 36496|
|    8.84|  -20.76|    103616| 6.26|314.90055233|-19.03523289|199728|
|    0.63|   -3.14|     33465| 6.26|104.35661187|+11.90756140| 51330|
|  179.73| -231.95|    115953| 6.26|352.38323384|-04.53218332|221148|
|  -43.63|  -82.74|     46938| 6.26|143.49653757|+23.45411990| 82670|
|    0.69|  -12.03|     95953| 6.26|292.69512816|+36.22853276|183986|
| -126.50|   23.10|     58242| 6.26|179.18343317|-47.07243569|103746|
|   69.98|  -55.58|     11651| 6.26|037.56899446|+33.83384234| 15464|
|  -18.68|  -32.63|     47550| 6.26|145.41040299|+25.91295540| 83821|
|   46.55|  -31.92|    115768| 6.26|351.81152185|+01.12268705|220858|
|    2.89|   37.47|     13133| 6.26|042.23127335|+69.63419857| 17138|
|  -53.07|   -7.23|     75535| 6.26|231.47209605|+19.48072447|137510|
|  -73.99|   41.57|     42717| 6.26|130.58708068|-55.77465771| 74622|
|  -13.23|    3.27|     53231| 6.26|163.33825968|-58.89346136| 94491|
|   17.48|   62.26|     23737| 6.26|076.53858384|-73.03782413| 33875|
|  -10.93|  -73.67|     39938| 6.26|122.34608921|+42.43078783| 67370|
|  -14.01|  -19.50|    116876| 6.26|355.36165797|+49.51246055|222570|
|   -0.13|  -27.60|     93049| 6.27|284.30963032|-43.91694530|175395|
|  116.83|  -58.64|    104557| 6.27|317.69529389|-09.35393125|201567|
|    5.27|  -42.22|     62421| 6.27|191.88925076|-06.30164895|111199|
|   -6.32|  -10.16|     75091| 6.27|230.16899793|-67.48150132|135737|
|  -58.50|  -28.38|     48266| 6.27|147.59861150|+65.59329556| 84812|
|  -48.56|  -23.87|     52584| 6.27|161.28952021|+02.48802834| 93102|
|   14.62|  -16.78|     91723| 6.27|280.55983879|-81.80807287|169904|
|   15.89|   24.52|    107956| 6.27|328.07572282|+21.27310284|207932|
|   22.50|   15.50|     92674| 6.27|283.25748147|-09.57555831|174866|
|   41.93|   11.18|     98658| 6.27|300.58399922|+64.63439179|190713|
|   -2.22|  -16.89|     90692| 6.27|277.55957304|-05.72412820|170547|
|  -55.16|   90.97|     58874| 6.27|181.11887598|+85.58691106|104904|
|   46.40|    3.17|     37000| 6.27|114.06945503|-08.31131007| 60853|
|    8.05|   15.85|     82987| 6.27|254.37933698|+25.35280257|153287|
|    5.82|   -1.13|     83308| 6.27|255.38769941|+14.94971947|153882|
|   75.18|  -21.03|      4212| 6.27|013.44802920|+52.68934453|  5128|
|  -12.25|  -14.18|      3858| 6.27|012.38932382|-23.36210931|  4772|
|   44.78|  -67.68|     72124| 6.27|221.30700457|+32.78851016|130084|
|  -27.15|   51.95|     59767| 6.27|183.83612872|+87.69998919|107192|
|  -77.40|   29.70|     48763| 6.27|149.19538618|-26.54974395| 86266|
|  -13.17|   -1.20|     72702| 6.27|222.96380800|-18.35532204|131027|
|   -1.64|   -6.68|     88258| 6.27|270.34634319|-17.15685222|164358|
|  -45.05| -105.39|      8159| 6.27|026.23271918|+20.08340568| 10697|
|    0.73|   -3.35|     97091| 6.27|295.98322359|+27.13540609|186518|
| -116.65|  -20.60|     52513| 6.27|161.06091378|+19.75888388| 92941|
|   47.42|  -57.48|    104281| 6.27|316.89005877|+15.65879687|201196|
|  -17.97|   13.09|     29233| 6.27|092.44648871|-26.70111783| 42486|
|   -3.74|   -2.87|     65630| 6.27|201.83608555|-49.38128450|116862|
|  -14.16|  -11.55|      9809| 6.27|031.55113149|+08.24814235| 12872|
| -327.88| -188.71|     56242| 6.27|172.93809402|+14.36496370|100180|
|   -8.72|    8.41|     39974| 6.27|122.44875204|-42.64082338| 68242|
|   -8.78|  -74.36|    100165| 6.27|304.76254422|-63.23056312|192531|
|   -8.68|   -4.80|     30019| 6.27|094.75769794|+17.32527063| 43819|
|  -28.24|  -73.47|      7189| 6.27|023.15163543|-49.72753415|  9544|
|   53.10|   -4.07|     12982| 6.27|041.74284779|+35.98353306| 17228|
|   -6.87|    3.79|     94623| 6.27|288.82992834|+50.07111826|180756|
|   36.00|  -22.94|    104771| 6.27|318.36985452|+15.98245122|202128|
|   -2.34|   -3.98|    106420| 6.27|323.32452708|+45.85402371|205349|
|  -14.21|   62.43|     45242| 6.27|138.32781495|-42.27344152| 79524|
| -100.01|   83.97|     71196| 6.27|218.41091198|+79.66022308|129245|
|    1.65|  -14.35|     90256| 6.27|276.24358491|+27.39481834|169718|
|   85.26| -304.04|     68682| 6.27|210.88458683|+10.78751797|122742|
|   -5.95|  -14.08|     95398| 6.27|291.09198653|+16.93775593|182490|
|    1.69|    0.83|    107734| 6.27|327.36194087|+20.46244382|207563|
|  -36.92|   55.72|     80920| 6.27|247.86791790|+72.61220286|150010|
|  160.89|  -10.75|      6776| 6.27|021.77589490|+34.37757818|  8774|
|  -18.97|   -7.04|     82951| 6.27|254.26663364|-19.53983923|152909|
|    7.16|  -32.33|     84759| 6.27|259.87712119|-50.06368383|156331|
|    7.55|    0.79|     78840| 6.27|241.40805867|+08.09624575|144426|
|  -51.71|    5.58|     54718| 6.27|168.04268745|-46.26677462| 97413|
|   -4.82|   -6.50|     74470| 6.27|228.25428258|-61.74376411|134468|
| -119.98| -172.43|     22439| 6.27|072.42631902|-13.76924994| 30743|
|   22.85|   -8.62|     19121| 6.27|061.48538995|-08.85608374| 25910|
|  -15.99|    5.72|     36728| 6.27|113.30487698|-40.05853613| 60559|
|  -26.07|   58.04|    112358| 6.27|341.36746971|+19.36642020|215510|
|  -62.64|    1.22|     46504| 6.27|142.25973472|-01.25691594| 81980|
|    0.07|    1.77|     30420| 6.27|095.94226257|-15.07126137| 44891|
|   15.47|  -47.93|     97491| 6.27|297.22947412|-52.88799211|186756|
|  -17.93|    7.78|     46737| 6.27|142.88770483|-66.71904550| 82858|
|   86.05|  -59.89|     98351| 6.27|299.73486767|-30.53823810|188981|
|   28.41|  -25.13|    113673| 6.27|345.34594456|-22.79083025|217498|
|  -48.26|   59.00|      5947| 6.27|019.12932621|+79.90986944|  7238|
|  -27.05|  -31.47|     26291| 6.27|083.98132170|+27.66242330| 36859|
|   -7.74|  -19.87|     96365| 6.27|293.88943308|-12.25306622|184574|
|  -23.58|   -5.68|     73901| 6.27|226.55812576|-36.26458513|133550|
|  -14.60|  -14.11|     26071| 6.27|083.40927180|+34.72560421| 36499|
|   -2.37|    5.52|     33394| 6.27|104.19043191|-35.34134788| 51682|
|   -6.96|  -12.19|     49418| 6.27|151.31368590|-36.38435183| 87606|
|  -12.14|    6.22|     46045| 6.27|140.85573902|-48.28695730| 81347|
|   11.56|  -32.40|    100300| 6.27|305.13460168|-55.05080338|193002|
|   -6.41|    2.00|     56201| 6.28|172.81271949|-61.27846788|100198|
|   -2.00|  -17.70|     93887| 6.28|286.78469618|-18.73812780|177863|
|    2.19|  -15.02|     86628| 6.28|265.51507361|-50.51066693|160342|
|  -70.67|  -31.33|     76033| 6.28|232.93104588|-20.16484591|138268|
|  -15.41|    7.45|     39238| 6.28|120.38160067|-55.45467367| 66607|
|    7.38|  -23.53|      5175| 6.28|016.54664936|+32.18154253|  6476|
|  -50.00|   26.54|     66700| 6.28|205.08932457|+57.20754182|119213|
|   81.42| -162.06|    107344| 6.28|326.12254615|-38.55213592|206642|
|    7.44|   -0.97|     27661| 6.28|087.85726997|+32.12469631| 39045|
|   82.77|   -8.13|    118178| 6.28|359.58822629|-15.84746438|224481|
|    0.59|   -6.17|     41107| 6.28|125.82055829|-38.28606380| 70946|
|   -8.62|  -23.20|     87948| 6.28|269.49082375|-39.13646688|163433|
|  162.41|   53.97|    107502| 6.28|326.59934972|+25.56337264|207134|
|    1.09|   59.75|     30973| 6.28|097.51253886|-65.56838774| 46730|
|   16.27|  -44.24|    109442| 6.28|332.58791064|-03.89397811|210419|
|   58.36| -108.64|        25| 6.28|000.07936537|-44.29029741|224750|
|  -50.98|  -99.34|     88217| 6.28|270.23875892|+15.09379176|164507|
|  -16.17|    9.52|     93270| 6.28|284.99216447|+22.81449194|176541|
